1,140,181
1,139,180
1,139,181
1,139,182
1,140,180
1,140,182
1,141,180
1,141,181
1,141,182
1,139,179
1,140,179
1,139,183
1,140,183
1,141,179
1,141,183
1,139,178
1,140,178
1,141,178
1,139,184
1,140,184
1,141,184
1,139,177
1,140,177
1,141,177
1,140,185
1,141,185
1,142,185
1,139,176
1,140,176
1,140,186
1,141,186
1,142,186
1,139,175
1,140,175
1,140,187
1,141,187
1,142,187
1,138,174
1,139,174
1,140,174
1,140,188
1,141,188
1,142,188
1,138,173
1,139,173
1,140,173
1,140,189
1,141,189
1,142,189
1,138,172
1,139,172
1,140,172
1,140,190
1,141,190
1,142,190
1,138,171
1,139,171
1,140,191
1,141,191
1,142,191
1,138,170
1,139,170
1,140,192
1,141,192
1,142,192
1,138,169
1,139,169
1,140,169
1,140,193
1,141,193
1,142,193
1,137,168
1,138,168
1,139,168
1,140,194
1,141,194
1,142,194
1,137,167
1,138,167
1,139,167
1,140,195
1,141,195
1,142,195
1,137,166
1,138,166
1,140,196
1,141,196
1,142,196
1,137,165
1,138,165
1,140,197
1,141,197
1,142,197
1,137,164
1,138,164
1,139,164
1,140,198
1,141,198
1,142,198
1,137,163
1,138,163
1,139,163
1,140,199
1,141,199
1,142,199
1,136,162
1,137,162
1,138,162
1,140,200
1,141,200
1,142,200
1,136,161
1,137,161
1,140,201
1,141,201
1,142,201
1,136,160
1,137,160
1,140,202
1,141,202
1,142,202
1,136,159
1,137,159
1,138,159
1,140,203
1,141,203
1,142,203
1,136,158
1,137,158
1,140,204
1,141,204
1,142,204
1,142,205
1,140,205
1,141,205
2,136,157
2,135,156
2,135,157
2,135,158
2,136,156
2,137,156
2,137,157
2,135,155
2,136,155
2,137,155
2,135,154
2,136,154
2,134,153
2,135,153
2,136,153
2,134,152
2,135,152
2,136,152
2,134,151
2,135,151
2,134,150
2,135,150
2,136,150
2,133,149
2,134,149
2,135,149
2,133,148
2,134,148
2,135,148
2,133,147
2,134,147
2,135,147
2,132,146
2,133,146
2,134,146
2,132,145
2,133,145
2,134,145
2,132,144
2,133,144
2,134,144
2,132,143
2,133,143
2,131,142
2,132,142
2,133,142
2,131,141
2,132,141
2,131,140
2,132,140
2,133,140
2,130,139
2,131,139
2,132,139
2,130,138
2,131,138
2,129,137
2,130,137
2,131,137
2,129,136
2,130,136
2,131,136
2,129,135
2,130,135
2,128,134
2,129,134
2,130,134
2,128,133
2,129,133
2,130,133
3,140,229
3,139,228
3,139,229
3,139,230
3,140,228
3,140,230
3,141,228
3,141,229
3,141,230
3,139,227
3,140,227
3,139,231
3,140,231
3,141,227
3,141,231
3,139,226
3,140,226
3,141,226
3,139,232
3,140,232
3,141,232
3,140,225
3,141,225
3,142,225
3,139,233
3,140,233
3,140,224
3,141,224
3,142,224
3,139,234
3,140,234
3,140,223
3,141,223
3,142,223
3,139,235
3,140,235
3,140,222
3,141,222
3,142,222
3,139,236
3,140,236
3,140,221
3,141,221
3,142,221
3,138,237
3,139,237
3,140,237
3,140,220
3,141,220
3,142,220
3,139,238
3,138,238
3,140,238
3,140,219
3,141,219
3,142,219
3,138,239
3,139,239
3,140,218
3,141,218
3,142,218
3,138,240
3,139,240
3,140,217
3,141,217
3,142,217
3,138,241
3,139,241
3,140,216
3,141,216
3,142,216
3,138,242
3,139,242
3,140,215
3,141,215
3,142,215
3,138,243
3,139,243
3,140,214
3,141,214
3,142,214
3,138,244
3,140,213
3,141,213
3,142,213
3,138,245
3,140,212
3,141,212
3,142,212
3,137,246
3,138,246
3,139,246
3,140,211
3,141,211
3,142,211
3,137,247
3,138,247
3,140,210
3,141,210
3,142,210
3,137,248
3,140,209
3,141,209
3,142,209
3,137,249
3,140,208
3,141,208
3,142,208
3,137,250
3,138,250
4,124,123
4,123,122
4,123,123
4,124,122
4,124,124
4,125,122
4,125,123
4,125,124
4,122,121
4,122,122
4,123,121
4,124,121
4,124,125
4,125,125
4,126,124
4,126,125
4,121,120
4,122,120
4,123,120
4,124,120
4,124,126
4,125,126
4,126,126
4,127,125
4,127,126
4,121,119
4,122,119
4,123,119
4,125,127
4,126,127
4,127,127
4,120,118
4,121,118
4,122,118
4,123,118
4,125,128
4,126,128
4,127,128
4,128,128
4,120,117
4,121,117
4,122,117
4,126,129
4,127,129
4,128,129
4,119,116
4,120,116
4,121,116
4,122,116
4,126,130
4,127,130
4,128,130
4,129,130
4,118,115
4,119,115
4,120,115
4,121,115
4,127,131
4,128,131
4,129,131
4,118,114
4,119,114
4,120,114
4,127,132
4,128,132
4,129,132
4,130,132
4,117,113
4,118,113
4,119,113
4,116,112
4,117,112
4,118,112
4,119,112
4,115,111
4,116,111
4,117,111
4,118,111
4,114,110
4,115,110
4,116,110
4,117,110
4,113,109
4,114,109
4,115,109
4,116,109
4,113,108
4,114,108
4,115,108
4,116,108
4,113,107
4,114,107
4,115,107
4,113,106
4,114,106
6,126,279
6,125,279
6,125,280
6,126,278
6,126,280
6,127,278
6,127,279
6,127,280
6,124,281
6,125,281
6,126,281
6,126,277
6,127,277
6,128,277
6,128,278
6,128,279
6,123,281
6,123,282
6,124,282
6,125,282
6,126,282
6,127,276
6,128,276
6,129,276
6,129,277
6,122,283
6,123,283
6,124,283
6,125,283
6,129,275
6,128,275
6,130,275
6,122,284
6,123,284
6,124,284
6,125,284
6,129,274
6,130,274
6,122,285
6,123,285
6,124,285
6,129,273
6,130,273
6,131,273
6,121,286
6,122,286
6,123,286
6,124,286
6,129,272
6,130,272
6,131,272
6,121,287
6,122,287
6,123,287
6,130,271
6,131,271
6,120,288
6,121,288
6,122,288
6,130,270
6,131,270
6,132,270
6,119,289
6,120,289
6,121,289
6,122,289
6,131,269
6,132,269
6,118,290
6,119,290
6,120,290
6,121,290
6,132,268
6,133,268
6,117,291
6,118,291
6,119,291
6,120,291
6,131,267
6,132,267
6,133,267
6,133,265
6,133,266
6,118,292
6,119,292
7,109,107
7,108,106
7,108,107
7,108,108
7,109,106
7,109,108
7,110,107
7,110,108
7,107,105
7,107,106
7,107,107
7,108,105
7,107,108
7,109,109
7,110,109
7,111,108
7,111,109
7,106,104
7,106,105
7,106,106
7,106,107
7,110,110
7,111,110
7,112,109
7,112,110
7,105,103
7,105,104
7,105,105
7,105,106
7,111,111
7,112,111
7,113,110
7,113,111
7,104,103
7,104,104
7,104,105
7,104,106
7,112,112
7,113,112
7,114,111
7,114,112
7,103,102
7,103,103
7,103,104
7,103,105
7,115,112
7,102,102
7,102,103
7,102,104
7,102,105
7,116,113
7,101,102
7,101,103
7,101,104
7,101,105
7,100,101
7,100,102
7,100,103
7,100,104
7,99,101
7,99,102
7,99,103
7,99,104
7,98,101
8,107,296
8,106,295
8,106,296
8,106,297
8,107,295
8,107,297
8,108,295
8,108,296
8,108,297
8,105,295
8,105,296
8,107,294
8,105,297
8,105,298
8,108,294
8,109,294
8,109,295
8,109,296
8,104,295
8,104,296
8,104,297
8,104,298
8,109,293
8,110,293
8,110,294
8,110,295
8,110,296
8,103,296
8,103,297
8,103,298
8,111,292
8,111,293
8,111,294
8,111,295
8,102,296
8,102,297
8,102,298
8,112,292
8,112,293
8,112,294
8,101,296
8,101,297
8,101,298
8,113,292
8,113,293
8,113,294
8,100,297
8,100,298
9,111,297
9,110,297
9,110,298
9,111,296
9,111,298
9,112,296
9,112,297
9,112,298
9,109,297
9,109,298
9,109,299
9,110,299
9,111,299
9,112,295
9,113,295
9,113,296
9,113,297
9,108,298
9,108,299
9,108,300
9,109,300
9,114,294
9,114,295
9,114,296
9,114,297
9,107,298
9,107,299
9,107,300
9,115,293
9,115,294
9,115,295
9,115,296
9,106,298
9,106,299
9,106,300
9,106,301
9,116,292
9,116,293
9,116,294
9,116,295
9,105,299
9,105,300
9,105,301
9,117,292
9,117,293
9,117,294
9,104,299
9,104,300
9,104,301
9,118,293
9,103,299
9,103,300
9,103,301
10,114,292
10,113,291
10,114,291
10,114,293
10,115,291
10,115,292
10,114,290
10,115,290
10,116,290
10,116,291
10,115,289
10,116,289
10,117,289
10,117,290
10,116,288
10,117,288
10,118,288
10,118,289
10,118,287
10,119,287
10,119,288
10,120,287
11,125,275
11,124,274
11,124,275
11,124,276
11,125,274
11,125,276
11,126,274
11,126,275
11,126,276
11,123,274
11,123,275
11,123,276
11,123,277
11,124,277
11,127,275
11,122,274
11,122,275
11,122,276
11,122,277
11,121,274
11,121,275
11,121,276
11,121,277
11,120,274
11,120,275
11,120,276
11,120,277
11,119,275
11,119,276
11,119,277
11,118,274
11,118,275
11,118,276
11,117,274
11,117,275
11,117,276
11,116,274
11,116,275
12,109,104
12,108,103
12,108,104
12,109,103
12,109,105
12,110,103
12,110,104
12,110,105
12,107,102
12,107,103
12,108,102
12,109,102
12,110,106
12,111,104
12,111,105
12,111,106
12,106,101
12,106,102
12,106,103
12,107,101
12,108,101
12,111,107
12,112,104
12,112,105
12,112,106
12,112,107
12,105,100
12,105,101
12,105,102
12,106,100
12,112,108
12,113,105
12,104,100
12,104,101
12,104,102
12,103,99
12,103,100
12,103,101
12,102,99
12,102,100
12,102,101
12,101,99
12,101,100
12,100,99
12,100,100
12,99,99
13,132,266
13,132,265
13,132,264
13,133,264
13,133,263
13,134,263
13,134,264
13,134,265
13,133,262
13,134,262
13,135,262
13,133,261
13,134,261
13,135,261
13,134,260
13,135,260
13,134,259
13,135,259
13,134,258
13,135,258
13,136,258
13,135,257
13,136,257
13,135,256
13,136,256
13,135,255
13,136,255
13,137,255
13,136,254
13,137,254
13,136,253
13,137,253
